pytanie,odpowiedz 1,odpowiedz 2,odpowiedz 3,odpowiedz 4,poprawna,opis
Co wynika z potrzeby uzyskania odstępstwa od przepisów techniczno-budowlanych dla robót zwykle objętych zgłoszeniem?,Zgłoszenie automatycznie staje się pozwoleniem.,Wystarcza sam wpis do dziennika budowy.,Odstępstwo jest udzielane po zakończeniu robót.,Inwestor składa wniosek o pozwolenie na budowę.,4,"Art. 29 ust. 5a wymaga przejścia na tryb pozwolenia, jeżeli roboty objęte zwolnieniem wymagają odstępstwa technicznego."
Który zestaw informacji trzeba podać w zgłoszeniu budowy lub innych robót?,"Rodzaj, miejsce i termin robót, bez ich zakresu i sposobu wykonywania.","Rodzaj, zakres i sposób wykonywania, bez miejsca i terminu rozpoczęcia.","Rodzaj, zakres, miejsce, sposób wykonywania i termin rozpoczęcia robót.","Miejsce, sposób i termin robót oraz dane wykonawcy zamiast ich rodzaju i zakresu.",3,"Art. 30 ust. 2 wymaga opisu robót i terminu ich rozpoczęcia, aby organ mógł ocenić dopuszczalność zgłoszenia."
Do jakiego organu składa się zgłoszenie budowy lub innych robót budowlanych?,Do wojewódzkiego konserwatora zabytków zamiast organu budowlanego.,Do powiatowego inspektora nadzoru budowlanego.,Do organu administracji architektoniczno-budowlanej.,Do sądu administracyjnego właściwego dla miejsca budowy.,3,Art. 30 ust. 1b wskazuje organ administracji architektoniczno-budowlanej; obowiązki konserwatorskie mogą występować dodatkowo.
Jakie dokumenty projektowe dołącza się co do zasady do wniosku o pozwolenie na budowę?,Projekt zagospodarowania działki lub terenu oraz projekt architektoniczno-budowlany.,Projekt architektoniczno-budowlany oraz projekt techniczny zamiast projektu zagospodarowania.,Kompletny projekt techniczny bez części zagospodarowania i architektonicznej.,Projekt zagospodarowania działki oraz projekt techniczny zamiast części architektonicznej.,1,Art. 33 ust. 2 pkt 1 wymaga dwóch wskazanych części projektu; projekt techniczny ma odrębny moment sporządzenia.
Czy pozwolenie na budowę może dotyczyć tylko niektórych obiektów w wieloobiektowym zamierzeniu?,"Tak, nawet gdy oddzielone obiekty nie mogą działać samodzielnie.","Nie, zawsze musi jednocześnie obejmować wszystkie obiekty.","Tak, jeżeli zgodę wyrażą właściciele wszystkich sąsiednich działek.","Tak, jeśli na wniosek inwestora mogą samodzielnie funkcjonować zgodnie z przeznaczeniem.",4,"Art. 33 ust. 1 pozwala objąć decyzją wybrane samodzielnie funkcjonujące obiekty, ale wymaga projektu zagospodarowania całego zamierzenia."
Co sprawdza organ przed wydaniem pozwolenia na budowę?,Zgodność rozwiązań projektu z umową wykonawczą i harmonogramem inwestora.,M.in. zgodność projektu z planem miejscowym i kompletność wymaganych dokumentów.,Zgodność projektu technicznego z wybranym przez inwestora kosztorysem robót.,Zgodność każdego rozwiązania technicznego z normami zamiast ustawowego zakresu kontroli projektu.,2,"Art. 35 ust. 1 wymienia kontrolę planistyczną, środowiskową, techniczną i formalną projektu oraz uprawnień projektanta."
"Co robi organ, gdy przed pozwoleniem na budowę stwierdzi braki w projekcie lub dokumentach?",Postanowieniem nakazuje usunięcie wskazanych braków w wyznaczonym terminie.,Przekazuje projekt konserwatorowi bez rozpoznania braków.,Od razu uznaje wniosek za prawomocnie zatwierdzony.,Zleca wykonawcy budowy poprawienie dokumentów bez udziału inwestora.,1,Art. 35 ust. 3 nakazuje wskazać nieprawidłowości i termin ich usunięcia; brak wykonania może skutkować odmową.
"Czy organ może odmówić pozwolenia na budowę, gdy projekt i pozostałe warunki ustawowe są spełnione?","Tak, jeśli sąsiedzi wyrazili niezadowolenie bez wskazania naruszeń.","Tak, jeśli uważa inwestycję za niepotrzebną społecznie.","Tak, jeśli wykonawca robót nie jest jeszcze wybrany.","Nie, przy spełnieniu wymogów ustawy nie może odmówić wydania decyzji.",4,Art. 35 ust. 4 wiąże organ spełnieniem wymagań projektu i warunków dla inwestora.
Kiedy organ może wydać pozwolenie na budowę osobie ubiegającej się o nie?,Gdy m.in. złożyła oświadczenie o prawie do dysponowania nieruchomością na cele budowlane.,Gdy posiada tylko opinię geodety o granicach działki.,Gdy przedłożyła samo zapewnienie wykonawcy o rozpoczęciu prac.,Gdy uzyskała wyłącznie zgodę sąsiadów na budowę.,1,Art. 32 ust. 4 pkt 2 wymaga oświadczenia o tytule do nieruchomości pod rygorem odpowiedzialności karnej.
Kiedy obiekt po zakończeniu budowy można co do zasady zacząć użytkować po zawiadomieniu organu?,"Już w dniu rozpoczęcia robót, jeśli kierownik prowadzi dziennik.",Dopiero po upływie 3 lat od zakończenia budowy.,"Gdy organ nadzoru nie wniesie sprzeciwu w ciągu 14 dni, o ile nie jest potrzebne pozwolenie na użytkowanie.","Gdy miną 3 dni od złożenia zawiadomienia, bez względu na decyzję organu.",3,"Art. 54 ust. 1 przewiduje 14 dni na sprzeciw wobec zawiadomienia, z zastrzeżeniem przypadków wymagających pozwolenia na użytkowanie."
Co daje zaświadczenie organu nadzoru o braku podstaw do sprzeciwu po zawiadomieniu o zakończeniu budowy?,Oznacza automatyczne skreślenie obiektu z rejestru zabytków.,Pozwala rozpocząć użytkowanie przed upływem 14 dni i wyłącza późniejszy sprzeciw.,Zwalnia inwestora z obowiązku utrzymania obiektu.,Zastępuje pozwolenie na budowę dla wykonanych robót.,2,Art. 54 ust. 2 pozwala organowi wydać zaświadczenie wcześniej; po jego wydaniu inwestor może rozpocząć użytkowanie.
Kiedy wymagane jest pozwolenie na użytkowanie przed wykonaniem wszystkich robót budowlanych?,Gdy inwestor chce rozpocząć użytkowanie przed ukończeniem wszystkich robót.,Tylko gdy obiekt leży poza granicami miasta.,Wyłącznie po zmianie projektanta w trakcie budowy.,Tylko gdy inwestor przerwał budowę na ponad 3 lata.,1,Art. 55 ust. 1 pkt 3 wymaga decyzji o pozwoleniu na użytkowanie przy zamiarze użytkowania przed zakończeniem całej budowy.
Czy inwestor może wystąpić o pozwolenie na użytkowanie zamiast zawiadamiać o zakończeniu budowy?,"Tak, ale tylko po upływie 3 lat od budowy.","Nie, jeśli obiekt nie jest zabytkiem.","Tak, ustawa dopuszcza taki wniosek.","Nie, pozwolenie jest dostępne wyłącznie z urzędu.",3,Art. 55 ust. 2 pozwala wybrać wniosek o pozwolenie na użytkowanie w miejsce zwykłego zawiadomienia.
Jaki dokument kierownika budowy dołącza się do zawiadomienia o zakończeniu budowy?,"Oświadczenie o zgodności robót z projektem, bez informacji o uporządkowaniu terenu.","Oświadczenie o uporządkowaniu terenu, bez potwierdzenia zgodności z projektem.",Oświadczenie o zgodności wykonania z projektem lub pozwoleniem oraz o uporządkowaniu terenu.,Oświadczenie wyłącznie o zgodności robót z harmonogramem inwestora.,3,Art. 57 ust. 1 pkt 2 wymaga oświadczeń kierownika o zgodności wykonania i doprowadzeniu terenu do należytego stanu.
Kto odpowiada za utrzymanie i bezpieczne użytkowanie istniejącego obiektu budowlanego?,Wykonawca bez względu na zakończenie robót.,Starosta po wydaniu pozwolenia na budowę.,Właściciel lub zarządca.,Projektant aż do rozbiórki obiektu.,3,Art. 61 nakłada obowiązek właściwego utrzymania i reagowania na zagrożenia na właściciela albo zarządcę.
Jak często co do zasady sprawdza się stan techniczny elementów narażonych na pogodę oraz instalacji gazowych i kominów?,Wyłącznie po zgłoszeniu awarii przez użytkownika.,Co najmniej raz na 5 lat.,Co najmniej raz na 10 lat.,Co najmniej raz w roku.,4,"Art. 62 ust. 1 pkt 1 wymaga kontroli rocznej tych elementów, z wyjątkami dotyczącymi niektórych obiektów."
Jak często odbywa się ogólna kontrola stanu technicznego i przydatności obiektu do użytkowania?,Co najmniej raz na 10 lat.,Co najmniej raz w roku.,Dopiero przed każdą zmianą właściciela obiektu.,Co najmniej raz na 5 lat.,4,"Art. 62 ust. 1 pkt 2 przewiduje kontrolę pięcioletnią, obejmującą także estetykę oraz instalację elektryczną i piorunochronną."
Co sprawdza się dodatkowo podczas kolejnej okresowej kontroli obiektu?,Czy sąsiedzi akceptują wygląd obiektu.,Wykonanie zaleceń z poprzedniej kontroli.,Czy wykonawca nadal prowadzi działalność.,Termin zapłaty podatku od nieruchomości.,2,Art. 62 ust. 1a każe sprawdzić wykonanie zaleceń sformułowanych podczas wcześniejszej kontroli.
"Co robi organ nadzoru, gdy istniejący obiekt zagraża życiu, zdrowiu lub środowisku?",Automatycznie wydaje nowe pozwolenie na budowę.,Nakazuje decyzją usunięcie nieprawidłowości w oznaczonym terminie.,Przekazuje wyłącznie ustne zalecenie bez decyzji.,Skreśla obiekt z ewidencji gruntów.,2,Art. 66 ust. 1 pozwala nakazać usunięcie nieprawidłowości; w określonych przypadkach organ może także zakazać użytkowania.
Kiedy zgłasza się zmianę sposobu użytkowania obiektu?,Wyłącznie po rozbiórce części obiektu.,Tylko gdy zmienia się właściciel nieruchomości.,"Przed zmianą, gdy nowa działalność zmienia m.in. warunki bezpieczeństwa, zdrowotne lub obciążenia.","Po zmianie, tylko gdy właściciel otrzyma wezwanie od organu.",3,Art. 71 ust. 1–4 obejmuje zmianę istotnych warunków użytkowania i wymaga zgłoszenia przed jej dokonaniem.
Jaki jest termin na sprzeciw organu wobec zgłoszonej zmiany sposobu użytkowania?,7 dni od sporządzenia projektu.,30 dni od doręczenia zgłoszenia.,90 dni od rozpoczęcia użytkowania.,14 dni od doręczenia pozwolenia na budowę.,2,Art. 71 ust. 4 daje organowi 30 dni na sprzeciw; zmiany dokonuje się po bezskutecznym upływie tego terminu.
Kiedy organ wnosi sprzeciw wobec zamierzonej zmiany sposobu użytkowania zabytku?,Gdy zmiana może niedopuszczalnie pogorszyć stan zachowania zabytku.,Tylko gdy obiekt jest własnością Skarbu Państwa.,Gdy inwestor ma obowiązek zapewnić kontrolę pięcioletnią.,"Zawsze, gdy budynek ma więcej niż jedno wejście.",1,Art. 71 ust. 5 pkt 3 lit. b wskazuje możliwe niedopuszczalne pogorszenie stanu zachowania zabytków jako podstawę sprzeciwu.
Czy zgłoszenie zmiany sposobu użytkowania dokonane po faktycznej zmianie wywołuje skutek prawny?,"Tak, gdy podpisze je projektant.","Tak, jeśli wpłynie w ciągu 30 dni po zmianie.","Nie, ustawa wymaga zgłoszenia przed zmianą.","Tak, jeśli organ nie przeprowadzi kontroli.",3,Art. 71 ust. 7 wyraźnie stwierdza brak skutku zgłoszenia złożonego po zmianie sposobu użytkowania.
Kiedy do zgłoszenia zmiany sposobu użytkowania potrzebna jest ekspertyza techniczna?,Wyłącznie po uzyskaniu pozwolenia na użytkowanie.,Gdy zmiana działalności wpływa na wskazane w ustawie warunki bezpieczeństwa lub obciążenia.,Zawsze przy każdej zmianie nazwy firmy korzystającej z obiektu.,Tylko gdy zmienia się właściciel działki.,2,Art. 71 ust. 2 pkt 5 wymaga ekspertyzy uprawnionej osoby przy zmianie warunków wymienionych w ust. 1 pkt 2.
Kiedy zmianę sposobu użytkowania rozstrzyga się w pozwoleniu na budowę zamiast osobnym zgłoszeniem?,Gdy inwestor nie chce przedstawiać opisu technicznego.,Gdy obiekt ma więcej niż dwie kondygnacje.,Gdy zamierzona zmiana wymaga robót objętych pozwoleniem na budowę.,Gdy użytkownik obiektu nie jest właścicielem.,3,"Art. 71 ust. 6 pkt 1 łączy rozstrzygnięcie o zmianie sposobu użytkowania z pozwoleniem na budowę, jeśli potrzebne są roboty wymagające decyzji."
Czy budynek mieszkalny jednorodzinny może zawierać lokal użytkowy?,"Nie, może zawierać wyłącznie jeden lokal mieszkalny.","Tak, dowolną liczbę lokali użytkowych bez ograniczenia powierzchni.","Tak, jeden lokal mieszkalny i lokal użytkowy do 30% powierzchni całkowitej budynku.","Tak, ale lokal użytkowy musi zajmować ponad połowę powierzchni budynku.",3,Art. 3 pkt 2a dopuszcza jeden lokal mieszkalny i użytkowy do 30% powierzchni albo maksymalnie dwa lokale mieszkalne.
Co stanowi dokumentację powykonawczą?,Dziennik budowy bez naniesionych zmian i bez wyników pomiarów powykonawczych.,Tylko protokoły badań instalacji wykonanych po oddaniu obiektu do użytkowania.,Dokumentacja budowy ze zmianami z robót i geodezyjnymi pomiarami powykonawczymi.,Sam projekt budowlany przedłożony przy ubieganiu się o pozwolenie.,3,Art. 3 pkt 14 łączy dokumentację budowy z naniesionymi zmianami i pomiarami wykonanymi po budowie.
Czy pozwolenie na budowę jest decyzją administracyjną?,"Tak, ale wydaje się je dopiero po zakończeniu budowy.","Nie, jest tylko opinią projektanta o planowanej inwestycji.","Tak, zezwala na rozpoczęcie i prowadzenie budowy lub innych robót.","Nie, jest wpisem kierownika budowy do dziennika.",3,"Art. 3 pkt 12 definiuje pozwolenie jako decyzję zezwalającą na roboty, a nie dokument powykonawczy."
Czy urządzenie budowlane musi być związane z obiektem budowlanym?,"Nie, każdy przedmiot znajdujący się na działce jest urządzeniem budowlanym.","Tak, służy korzystaniu z obiektu zgodnie z przeznaczeniem, np. przyłącze lub ogrodzenie.","Tak, ale wyłącznie gdy stanowi samodzielny budynek.","Nie, jest nim tylko obiekt wzniesiony na sąsiedniej działce.",2,"Art. 3 pkt 9 wiąże urządzenie budowlane z użytkowaniem obiektu; wymienia m.in. przyłącza, instalacje i ogrodzenia."
Czy dokumentacja budowy może obejmować zgłoszenie z projektem?,"Nie, zgłoszenie z projektem nigdy nie jest częścią dokumentacji budowy.","Tak, lecz zamiast dokumentów z przebiegu robót, a nie obok nich.","Tak, ale tylko jeśli w toku robót wydano pozwolenie na użytkowanie.","Tak, oprócz dokumentów z przebiegu robót obejmuje też zgłoszenie z załączonym projektem.",4,"Art. 3 pkt 13 wymienia pozwolenie lub zgłoszenie wraz z projektem, dziennik, protokoły odbiorów i inne dokumenty budowy."
Co jest warunkiem stosowania rozwiązania zamiennego przy odstępstwie technicznym?,Zgoda sąsiadów zamiast stanowiska właściwego organu.,Zachowanie wymaganych warunków bezpieczeństwa i uzyskanie zgody w przewidzianym trybie.,Sama akceptacja wykonawcy robót bez udziału organu.,Brak potrzeby spełniania wymagań ochrony zdrowia.,2,Art. 9 ust. 1–3 łączy odstępstwo z ochroną bezpieczeństwa i formalnym postanowieniem organu po upoważnieniu ministra.
Kto może żądać od kierownika poprawienia wadliwie wykonanych robót?,Geodeta wykonujący pomiary powykonawcze.,Inspektor nadzoru inwestorskiego.,Wójt po wydaniu decyzji o warunkach zabudowy.,Autor kosztorysu inwestorskiego.,2,"Art. 26 pkt 2 daje inspektorowi prawo żądania poprawek, ponownego wykonania robót, a przy zagrożeniu także ich wstrzymania."
Czy inspektor nadzoru inwestorskiego może żądać odkrycia zakrytych robót do badania?,"Nie, może żądać jedynie przedstawienia zdjęć robót przed zakryciem.","Tak, może polecić wykonanie prób i badań wymagających odkrycia robót.","Tak, ale dopiero po wydaniu pozwolenia na użytkowanie obiektu.","Może żądać prób i badań, ale bez możliwości odkrycia zakrytych robót.",2,"Art. 26 pkt 1 dopuszcza wpisane do dziennika polecenie przeprowadzenia badań, także z odkryciem zakrytych elementów."
"Co może zrobić projektant, gdy roboty są wykonywane niezgodnie z projektem?",Wydać decyzję o rozbiórce całego obiektu.,Samodzielnie unieważnić pozwolenie na budowę.,Zażądać wstrzymania robót wpisem do dziennika budowy.,"Pominąć niezgodność, jeśli wykonawca ją akceptuje.",3,Art. 21 ust. 1 pkt 2 przyznaje projektantowi prawo żądania wstrzymania robót przy zagrożeniu lub niezgodności z projektem.
Czego dotyczą pięcioletnie kontrole obiektu poza jego stanem technicznym?,Przydatności do użytkowania oraz stanu instalacji gazowej zamiast elektrycznej.,"Przydatności do użytkowania, estetyki oraz instalacji elektrycznej i piorunochronnej.",Stanu elementów narażonych na warunki atmosferyczne i instalacji gazowej.,Tylko szczelności instalacji gazowej i stanu przewodów kominowych.,2,"Art. 62 ust. 1 pkt 2 rozszerza kontrolę pięcioletnią na przydatność, estetykę i wskazane instalacje."
Kto zapewnia kontrolę po zgłoszeniu przez mieszkańca nieuzasadnionej ingerencji utrudniającej użytkowanie lokalu?,Wykonawca wykonuje ją wyłącznie po wydaniu nowego pozwolenia.,Starosta zapewnia kontrolę dopiero po 30 dniach.,Właściciel lub zarządca zapewnia kontrolę w ciągu 3 dni od zgłoszenia.,Projektant przeprowadza ją po zakończeniu kolejnego remontu.,3,Art. 62 ust. 2a nakazuje właścicielowi lub zarządcy przeprowadzić taką kontrolę w ciągu 3 dni od otrzymania zgłoszenia.
Jak ustawa definiuje tymczasowy obiekt budowlany?,"Jako budynek używany tylko przez jedną porę roku, ale trwale związany z gruntem.",Jako każdą rozbudowę obiektu wykonaną bez projektu technicznego.,Jako każdy obiekt zbudowany na działce wynajętej na czas oznaczony.,Jako obiekt przewidziany do przeniesienia lub rozbiórki albo niepołączony trwale z gruntem.,4,"Art. 3 pkt 5 wiąże tymczasowy charakter z okresem użytkowania, przeniesieniem lub brakiem trwałego związania z gruntem."
